tips,trip_start_timestamp,trip_seconds,trip_miles,pickup_community_area,pickup_centroid_latitude,pickup_centroid_longitude,dropoff_community_area,fare,tolls,extras,trip_total
9.55,2023-05-31T17:45:00.000,3240,0.9,76,41.97907082,-87.903039661,8,42.25,0,5,56.8
9.65,2023-05-31T17:45:00.000,3900,15.9,76,41.97907082,-87.903039661,28,43.75,0,4,57.4
3,2023-05-31T17:45:00.000,634,1.56,32,41.880994471,-87.632746489,8,8.25,0,0,11.75
0,2023-05-31T17:45:00.000,2107,9.52,3,41.96581197,-87.655878786,,28.25,0,0,28.25
2.55,2023-05-31T17:45:00.000,960,0.1,33,41.859349715,-87.617358006,28,12.25,0,0,14.8
0,2023-05-31T17:45:00.000,945,2.79,6,41.944226601,-87.655998182,7,11,0,0,11
0,2023-05-31T17:45:00.000,15,0,6,41.944226601,-87.655998182,6,3.25,0,0,3.25
1,2023-05-31T17:45:00.000,541,1.02,32,41.884987192,-87.620992913,8,7,0,0,8.5
0,2023-05-31T17:45:00.000,1740,4.3,41,41.794090253,-87.592310855,46,16.75,0,0,16.75
0,2023-05-31T17:45:00.000,28,0,43,41.761577908,-87.572781987,43,3.25,0,0,3.25
3.44,2023-05-31T17:45:00.000,1339,2.76,32,41.880994471,-87.632746489,7,13.25,0,0,17.19
11.25,2023-05-31T17:45:00.000,3660,0,76,41.97907082,-87.903039661,32,46.25,0,5,62.5
9.6,2023-05-31T17:45:00.000,2760,1,56,41.79259236,-87.769615453,6,43.5,0,4,57.1
0,2023-05-31T17:45:00.000,960,3.6,33,41.857183858,-87.620334624,61,12.5,0,0,12.5
1.09,2023-05-31T17:45:00.000,2228,6.25,7,41.922686284,-87.649488729,33,18.48,0,0,19.57
0,2023-05-31T17:45:00.000,419,0.81,28,41.885300022,-87.642808466,32,6.25,0,1,7.25
3,2023-05-31T17:45:00.000,932,1.79,28,41.879255084,-87.642648998,28,9.75,0,1,14.25
4,2023-05-31T17:45:00.000,823,1.61,32,41.884987192,-87.620992913,28,8.75,0,0,13.25
4,2023-05-31T17:45:00.000,300,0.6,32,41.880994471,-87.632746489,28,5.5,0,0,9.5
0,2023-05-31T17:45:00.000,2520,0.3,8,41.899602111,-87.633308037,3,25,0,0,25
15.52,2023-05-31T17:45:00.000,3360,18.5,76,41.97907082,-87.903039661,32,47.25,0,4,67.27
0,2023-05-31T17:45:00.000,3222,16.81,76,41.97907082,-87.903039661,8,43.75,0,6,50.25
0,2023-05-31T17:45:00.000,2685,8.67,47,41.728182061,-87.596475596,66,30.25,0,0,30.25
5.19,2023-05-31T17:45:00.000,2500,4.22,8,41.899602111,-87.633308037,24,20.25,0,0,25.94
0,2023-05-31T17:45:00.000,668,1.06,8,41.892042136,-87.63186395,8,7.5,0,0,7.5
2.9,2023-05-31T17:45:00.000,1758,2.58,28,41.874005383,-87.66351755,7,12.18,0,0,15.08
6.86,2023-05-31T17:45:00.000,2299,0,2,42.001571027,-87.695012589,2,29.08,0,0,35.94
0,2023-05-31T17:45:00.000,1185,3.2,77,41.9867118,-87.663416405,2,12.75,0,0,12.75
5,2023-05-31T17:45:00.000,3480,16.5,76,41.97907082,-87.903039661,32,43.5,0,4,52.5
1,2023-05-31T17:45:00.000,421,0.7,28,41.885300022,-87.642808466,28,6,0,1,8.5
4.19,2023-05-31T17:45:00.000,51,0.02,8,41.89503345,-87.619710672,8,3.25,0,13,20.94
0,2023-05-31T17:45:00.000,12,0,56,41.785998518,-87.750934289,56,3.25,0,1,4.25
17.32,2023-05-31T17:45:00.000,1256,13.74,76,41.980264315,-87.913624596,,35.25,1,21,75.07
0.2,2023-05-31T17:45:00.000,660,1.2,32,41.880994471,-87.632746489,8,7.75,0,0,7.95
5,2023-05-31T17:45:00.000,1418,9.78,56,41.785998518,-87.750934289,32,27.25,0,5,37.75
0,2023-05-31T17:45:00.000,5710,32.4,76,41.980264315,-87.913624596,,82.75,0,4.5,87.25
2,2023-05-31T17:45:00.000,523,0.95,32,41.880994471,-87.632746489,28,7,0,1,10.5
9.85,2023-05-31T17:45:00.000,3355,17.43,76,41.97907082,-87.903039661,8,44.75,0,4,59.1
8.5,2023-05-31T17:45:00.000,3240,14.9,,,,,47,0,9,64.5
0,2023-05-31T17:45:00.000,942,1.73,32,41.880994471,-87.632746489,8,9.75,0,0,9.75
3.6,2023-05-31T17:45:00.000,1620,4.7,32,41.878865584,-87.625192142,6,18,0,0,21.6
0,2023-05-31T17:45:00.000,559,0.82,28,41.879255084,-87.642648998,28,6.75,0,0,6.75
3.19,2023-05-31T17:45:00.000,1109,2.72,32,41.878865584,-87.625192142,8,12.25,0,0,15.94
0,2023-05-31T17:45:00.000,1080,0.1,8,41.892042136,-87.63186395,7,11,0,0,11
10.3,2023-05-31T17:45:00.000,3720,17.7,76,41.97907082,-87.903039661,8,47,0,4,61.3
9.75,2023-05-31T17:45:00.000,0,0,32,41.884987192,-87.620992913,32,3.25,0,45,58
5,2023-05-31T17:45:00.000,1134,6.64,76,41.980264315,-87.913624596,76,19.75,0,8,33.25
3.2,2023-05-31T17:45:00.000,1024,4.11,28,41.885300022,-87.642808466,8,14.5,0,1,19.2
3,2023-05-31T17:45:00.000,541,0.89,32,41.880994471,-87.632746489,28,7,0,1,11.5
1.5,2023-05-31T17:45:00.000,345,1.1,,,,,6,0,1,9
8.75,2023-05-31T17:45:00.000,3287,14.73,76,41.980264315,-87.913624596,24,39.25,0,4,52.5
2.71,2023-05-31T17:45:00.000,1125,2.59,7,41.922686284,-87.649488729,24,11.37,0,0,14.08
0,2023-05-31T17:45:00.000,80,0.05,32,41.878865584,-87.625192142,32,3.5,0,0,3.5
3,2023-05-31T17:45:00.000,600,1.18,8,41.892507781,-87.626214906,32,7.5,0,0,11
4,2023-05-31T17:45:00.000,549,0.86,32,41.880994471,-87.632746489,8,6.25,0,0,10.75
0,2023-05-31T17:45:00.000,1538,7.19,32,41.878865584,-87.625192142,38,22.25,0,0,22.25
4.12,2023-05-31T17:45:00.000,1650,3.81,2,42.001571027,-87.695012589,77,16,0,0,20.62
2.14,2023-05-31T17:45:00.000,484,2.32,7,41.922686284,-87.649488729,8,9,0,0,11.14
1.15,2023-05-31T17:45:00.000,872,1.53,28,41.879255084,-87.642648998,8,9,0,0,10.15
6.15,2023-05-31T17:45:00.000,3360,7.8,32,41.878865584,-87.625192142,5,30.25,0,0,36.4
0,2023-05-31T17:45:00.000,3768,31.15,76,41.97907082,-87.903039661,,76.25,0,6,82.25
0,2023-05-31T17:45:00.000,733,0.89,32,41.880994471,-87.632746489,8,7.5,0,0,7.5
0,2023-05-31T17:45:00.000,659,1.58,8,41.892507781,-87.626214906,32,8.5,0,0,8.5
2.11,2023-05-31T17:45:00.000,379,1.11,8,41.899602111,-87.633308037,7,9,0,0,11.11
0,2023-05-31T17:45:00.000,1642,10.24,28,41.874005383,-87.66351755,43,28.75,0,0,28.75
4,2023-05-31T17:45:00.000,570,1.21,8,41.890922026,-87.618868355,32,9,0,0,13
10.4,2023-05-31T17:45:00.000,3554,17.89,76,41.97907082,-87.903039661,8,46.5,0,5,62.4
2,2023-05-31T17:45:00.000,515,1.14,32,41.880994471,-87.632746489,8,7,0,0,9.5
3,2023-05-31T17:45:00.000,780,1.2,,,,,8,0,1,12
0,2023-05-31T17:45:00.000,480,0,32,41.880994471,-87.632746489,28,6.75,0,0,6.75
0,2023-05-31T17:45:00.000,180,1,44,41.740205756,-87.615969523,44,5.25,0,0,5.25
4.81,2023-05-31T17:45:00.000,2405,3.48,28,41.885300022,-87.642808466,22,18.75,0,0,24.06
0,2023-05-31T17:45:00.000,300,0.6,8,41.902788048,-87.62614559,8,5.25,0,0,5.25
0,2023-05-31T17:45:00.000,0,0,28,41.88528132,-87.6572332,28,3.25,0,0,3.25
10.3,2023-05-31T17:45:00.000,3240,1,76,41.97907082,-87.903039661,32,46,0,5,61.3
0,2023-05-31T17:45:00.000,806,4.1,76,41.980264315,-87.913624596,,13.5,0,4,17.5
10.15,2023-05-31T17:45:00.000,4157,15.81,76,41.980264315,-87.913624596,7,45.25,0,5,60.9
2.9,2023-05-31T17:45:00.000,367,2.87,76,41.97907082,-87.903039661,,10,0,4,17.4
10.25,2023-05-31T17:45:00.000,3708,17.53,76,41.97907082,-87.903039661,32,46.75,0,4,61.5
1.89,2023-05-31T17:45:00.000,1869,2.22,6,41.944226601,-87.655998182,28,15.95,0,0,17.84
0,2023-05-31T17:45:00.000,743,2.49,33,41.857183858,-87.620334624,60,10.25,0,0,10.25
0,2023-05-31T17:45:00.000,152,0.41,32,41.880994471,-87.632746489,28,4.25,0,0,4.25
2.94,2023-05-31T17:45:00.000,1151,3.01,24,41.901206994,-87.676355989,6,12.33,0,0,15.27
14.18,2023-05-31T17:45:00.000,2174,22.32,76,41.980264315,-87.913624596,,88,0,6,108.68
12.94,2023-05-31T17:45:00.000,717,3.56,6,41.944226601,-87.655998182,8,12.5,0,1,26.44
2,2023-05-31T17:45:00.000,4149,15.37,76,41.980264315,-87.913624596,7,43.25,0,4,49.75
10.1,2023-05-31T17:45:00.000,420,2.1,24,41.901206994,-87.676355989,28,8,0,42,60.1
3,2023-05-31T17:45:00.000,900,2.03,28,41.879255084,-87.642648998,33,10,0,1,14.5
0,2023-05-31T17:45:00.000,1800,9,28,41.874005383,-87.66351755,38,26,0,0,26
5,2023-05-31T17:45:00.000,1296,4.64,28,41.874005383,-87.66351755,35,16.5,0,0,22
1,2023-05-31T17:45:00.000,1008,1.82,28,41.874005383,-87.66351755,8,9.23,0,0,10.23
0,2023-05-31T17:45:00.000,879,4.38,76,41.980264315,-87.913624596,,14,0,5,19
0,2023-05-31T17:45:00.000,1800,0.4,33,41.857183858,-87.620334624,69,21.75,0,0,21.75
13.25,2023-05-31T17:45:00.000,3678,22.6,76,41.97907082,-87.903039661,32,60.75,0,5,79.5
2.9,2023-05-31T17:45:00.000,1431,3,28,41.874005383,-87.66351755,7,14,0,0,17.4
6.6,2023-05-31T17:45:00.000,2567,10.64,6,41.944226601,-87.655998182,60,32.5,0,0,39.6
2.35,2023-05-31T17:45:00.000,720,2.9,33,41.859349715,-87.617358006,8,11.25,0,0,13.6
2.2,2023-05-31T17:45:00.000,1140,1.6,8,41.892507781,-87.626214906,28,10.5,0,0,12.7
2,2023-05-31T17:45:00.000,822,1.57,8,41.902788048,-87.62614559,32,8.75,0,0,11.25
0,2023-05-31T17:45:00.000,2760,8.5,8,41.899602111,-87.633308037,4,29.5,0,0,29.5
2.89,2023-05-31T17:45:00.000,743,2.64,24,41.901206994,-87.676355989,8,12.12,0,0,15.01
0,2023-05-31T17:45:00.000,527,1.1,,,,,6.75,0,0,6.75
3.48,2023-05-31T17:45:00.000,1267,3.24,7,41.922686284,-87.649488729,28,14.67,0,0,18.15
0,2023-05-31T17:45:00.000,3060,12,76,41.980264315,-87.913624596,16,37,0,4,41
3,2023-05-31T17:45:00.000,879,1.98,6,41.944226601,-87.655998182,7,9.5,0,1,14
5.92,2023-05-31T17:45:00.000,3079,11.87,76,41.980264315,-87.913624596,5,34,0,5,45.42
0,2023-05-31T17:45:00.000,20,0.01,28,41.88528132,-87.6572332,28,3.25,0,0,3.25
3,2023-05-31T17:45:00.000,950,1.94,32,41.878865584,-87.625192142,8,10,0,0,13.5
2.7,2023-05-31T17:45:00.000,943,2.96,33,41.859349715,-87.617358006,32,12,0,1,16.2
0,2023-05-31T17:45:00.000,3960,0.7,39,41.808916283,-87.596183344,21,40.5,0,0,40.5
10.55,2023-05-31T17:45:00.000,3325,17.39,76,41.97907082,-87.903039661,8,45.25,0,7,63.3
12.1,2023-05-31T17:45:00.000,3660,9.1,76,41.97907082,-87.903039661,8,56,0,4,72.1
0,2023-05-31T17:45:00.000,1118,0.43,77,41.9867118,-87.663416405,31,9.75,0,0,9.75
10,2023-05-31T17:45:00.000,3480,1,76,41.97907082,-87.903039661,32,45.5,0,4,59.5
6.6,2023-05-31T17:45:00.000,1727,11.92,67,41.775928827,-87.666596265,34,32.5,0,0,39.1
0,2023-05-31T17:45:00.000,196,0.57,32,41.87101588,-87.631406525,32,4.75,0,0,4.75
2,2023-05-31T17:45:00.000,360,0.9,32,41.880994471,-87.632746489,8,6,0,0,8.5
2,2023-05-31T17:45:00.000,660,1.1,,,,,8,0,0,10
3,2023-05-31T17:45:00.000,720,3.1,8,41.902788048,-87.62614559,6,11,0,0,14.5
2.66,2023-05-31T17:45:00.000,553,1.3,8,41.899602111,-87.633308037,8,9,0,0,11.66
3,2023-05-31T17:45:00.000,510,0.88,32,41.880994471,-87.632746489,8,6.75,0,1,11.25
0,2023-05-31T17:45:00.000,3000,1.5,76,41.97907082,-87.903039661,,60.25,0,34,94.25
10.05,2023-05-31T17:45:00.000,3586,17.59,76,41.97907082,-87.903039661,8,45.75,0,4,60.3
1.3,2023-05-31T17:45:00.000,308,1.02,8,41.892507781,-87.626214906,28,6,0,0,7.8
0,2023-05-31T17:45:00.000,75,0.15,28,41.88528132,-87.6572332,28,3.5,0,0,3.5
0,2023-05-31T17:45:00.000,3459,7.43,14,41.968069,-87.721559063,,29.75,0,0,29.75
3.9,2023-05-31T17:45:00.000,1447,9.17,41,41.794090253,-87.592310855,8,25.5,0,0,29.9
3,2023-05-31T17:45:00.000,711,1.92,32,41.878865584,-87.625192142,33,9,0,0,12.5
12.1,2023-05-31T17:45:00.000,3869,18.01,76,41.97907082,-87.903039661,8,60,0,0,72.6
2.07,2023-05-31T17:45:00.000,1508,4.06,6,41.944226601,-87.655998182,8,17.44,0,0,19.51
0,2023-05-31T17:45:00.000,0,0,32,41.884987192,-87.620992913,32,3.25,0,0,3.25
2.37,2023-05-31T17:45:00.000,629,2.07,33,41.859349715,-87.617358006,32,9,0,0,11.37
0,2023-05-31T17:45:00.000,50,0,69,41.763246799,-87.616134111,69,36.06,0,0,36.06
0,2023-05-31T17:45:00.000,360,0,8,41.898331794,-87.620762865,8,5.75,0,0,5.75
0,2023-05-31T17:45:00.000,2282,10.17,6,41.944226601,-87.655998182,3,30.25,0,0,30.25
3,2023-05-31T17:45:00.000,447,0.89,8,41.892042136,-87.63186395,28,6.5,0,0,10
10.2,2023-05-31T17:45:00.000,3609,17.73,76,41.980264315,-87.913624596,8,46.5,0,4,61.2
0,2023-05-31T17:45:00.000,259,0.58,32,41.880994471,-87.632746489,32,5,0,0,5
0,2023-05-31T17:45:00.000,3473,17.99,76,41.97907082,-87.903039661,32,46.5,0,4,50.5
2,2023-05-31T17:45:00.000,600,0,8,41.892507781,-87.626214906,28,7.75,0,0,9.75
3,2023-05-31T17:45:00.000,415,1.09,28,41.88528132,-87.6572332,28,6.25,0,0,9.75
0,2023-05-31T17:45:00.000,1377,2.71,32,41.878865584,-87.625192142,7,12.75,0,0,12.75
2,2023-05-31T17:45:00.000,273,0.97,32,41.884987192,-87.620992913,28,5.75,0,0,8.25
0,2023-05-31T17:45:00.000,,6.74,8,41.899602111,-87.633308037,,20.75,0,0,20.75
0,2023-05-31T17:45:00.000,0,0,11,41.978829526,-87.771166703,11,3.5,0,0,3.5
0,2023-05-31T17:45:00.000,1066,4.22,40,41.792357223,-87.61793138,44,45.6,0,0,45.6
1,2023-05-31T17:45:00.000,420,0.8,32,41.880994471,-87.632746489,8,6,0,0,7
2.87,2023-05-31T17:45:00.000,1142,0,32,41.884987192,-87.620992913,7,12.03,0,0,14.9
3,2023-05-31T17:45:00.000,720,0,28,41.879255084,-87.642648998,8,8.25,0,0,11.25
0,2023-05-31T17:45:00.000,3283,17.6,76,41.97907082,-87.903039661,8,45.25,0,4,49.25
10.1,2023-05-31T17:45:00.000,3361,17.8,76,41.97907082,-87.903039661,8,46,0,4,60.6
11.25,2023-05-31T17:45:00.000,1560,0,21,41.938666196,-87.711210593,8,21.75,0,34,67
0,2023-05-31T17:45:00.000,300,0.9,33,41.859349715,-87.617358006,32,6,0,1,7
2.75,2023-05-31T17:45:00.000,900,1.3,8,41.892042136,-87.63186395,28,9.25,0,4,16
16.38,2023-05-31T17:45:00.000,22,0,6,41.944226601,-87.655998182,6,65,0,0,81.88
4.05,2023-05-31T17:45:00.000,1560,4,32,41.878865584,-87.625192142,7,15.75,0,0,19.8
2.35,2023-05-31T17:45:00.000,854,2.88,32,41.878865584,-87.625192142,31,11.25,0,0,14.1
0,2023-05-31T17:45:00.000,2400,7.1,,,,,25,0,0,25
0,2023-05-31T17:45:00.000,1435,3.26,7,41.922686284,-87.649488729,8,14.25,0,0,14.25
0,2023-05-31T17:45:00.000,1860,0,3,41.96581197,-87.655878786,1,18.75,0,0,18.75
2,2023-05-31T17:45:00.000,216,0.68,8,41.899602111,-87.633308037,8,5,0,0,7.5
4,2023-05-31T17:45:00.000,672,0.98,32,41.877406123,-87.621971652,8,7.5,0,1,13
0,2023-05-31T17:45:00.000,981,1.63,8,41.892507781,-87.626214906,32,9.75,0,1,10.75
1.71,2023-05-31T17:45:00.000,318,0,24,41.901206994,-87.676355989,28,9,0,0,10.71
0,2023-05-31T17:45:00.000,2155,8.7,8,41.899602111,-87.633308037,4,25.5,0,0,25.5
2,2023-05-31T17:45:00.000,436,1.09,32,41.884987192,-87.620992913,28,6.5,0,0,9
3,2023-05-31T17:45:00.000,360,1,8,41.899155613,-87.626210532,32,6.25,0,0,9.25
0,2023-05-31T17:45:00.000,3668,18.01,76,41.97907082,-87.903039661,8,47.75,0,4,51.75
1.6,2023-05-31T17:45:00.000,630,1.2,8,41.892507781,-87.626214906,28,7.5,0,0,9.6
0,2023-05-31T17:45:00.000,1928,10.36,8,41.899602111,-87.633308037,41,29.75,0,0,29.75
0,2023-05-31T17:45:00.000,360,0,8,41.890922026,-87.618868355,32,6.25,0,0,6.25
7.72,2023-05-31T17:45:00.000,3651,17.63,76,41.97907082,-87.903039661,32,46,0,5,59.22
0,2023-05-31T17:45:00.000,600,1.3,28,41.879255084,-87.642648998,32,8,0,0,8
1,2023-05-31T17:45:00.000,462,0.51,32,41.880994471,-87.632746489,28,6,0,0,7.5
10.95,2023-05-31T17:45:00.000,3126,20.18,76,41.97907082,-87.903039661,32,50.25,0,4,65.7
2,2023-05-31T17:45:00.000,682,1.69,8,41.89503345,-87.619710672,28,8.75,0,0,11.25
2,2023-05-31T17:45:00.000,1002,5.04,8,41.899602111,-87.633308037,3,15.75,0,0,18.25
3,2023-05-31T17:45:00.000,1080,1.9,32,41.878865584,-87.625192142,8,10.5,0,1,14.5
2,2023-05-31T17:45:00.000,805,2.1,32,41.880994471,-87.632746489,33,10,0,1,13.5
2.29,2023-05-31T17:45:00.000,532,0.87,8,41.899602111,-87.633308037,8,9,0,0,11.29
2.29,2023-05-31T17:45:00.000,528,1.15,32,41.880994471,-87.632746489,32,9,0,0,11.29
25,2023-05-31T17:45:00.000,3660,34.3,76,41.97907082,-87.903039661,,83,0,48,156
1.14,2023-05-31T17:45:00.000,483,1.11,8,41.892042136,-87.63186395,8,9,0,0,10.14
2.29,2023-05-31T17:45:00.000,586,1.52,8,41.900265687,-87.63210922,8,9,0,0,11.29
10.45,2023-05-31T17:45:00.000,3420,17.7,76,41.97907082,-87.903039661,32,45.75,0,6,62.2
0,2023-05-31T17:45:00.000,3349,4.7,,,,77,25.75,0,1,26.75
1.45,2023-05-31T17:45:00.000,543,0.79,32,41.880994471,-87.632746489,8,6.75,0,0,8.7
1.01,2023-05-31T17:45:00.000,331,1.28,33,41.859349715,-87.617358006,33,6.25,0,0,7.76
10.6,2023-05-31T17:45:00.000,3508,17.21,76,41.97907082,-87.903039661,8,45.5,0,7,63.6
9.85,2023-05-31T17:45:00.000,3186,17.56,76,41.97907082,-87.903039661,8,44.75,0,4,59.1
0,2023-05-31T17:45:00.000,755,2.13,32,41.878865584,-87.625192142,28,9.5,0,0,9.5
11.35,2023-05-31T17:45:00.000,4027,19.95,76,41.97907082,-87.903039661,33,52.25,0,4,68.1
3,2023-05-31T17:45:00.000,464,1.05,8,41.892507781,-87.626214906,28,6.75,0,0,10.25
4.92,2023-05-31T17:45:00.000,2629,4.72,32,41.878865584,-87.625192142,5,20.8,0,0,25.72
3.85,2023-05-31T17:45:00.000,1768,4.96,32,41.878865584,-87.625192142,6,18.75,0,0,23.1
0,2023-05-31T17:45:00.000,574,0.86,8,41.890922026,-87.618868355,8,6.75,0,1,7.75
9.75,2023-05-31T17:45:00.000,60,0,,,,,3.25,0,45,58
0,2023-05-31T17:45:00.000,600,1.2,8,41.898331794,-87.620762865,32,7.5,0,0,7.5
9.6,2023-05-31T17:45:00.000,2891,16.98,76,41.97907082,-87.903039661,8,42.5,0,5,57.6
1.63,2023-05-31T17:45:00.000,1237,3.02,8,41.900265687,-87.63210922,33,12.39,0,0,14.02
3,2023-05-31T17:45:00.000,424,0.76,8,41.892042136,-87.63186395,28,6,0,0,9.5
9.6,2023-05-31T17:45:00.000,3263,16.78,76,41.97907082,-87.903039661,28,43.5,0,4,57.6
0,2023-05-31T17:45:00.000,13,0,56,41.785998518,-87.750934289,56,3.25,0,4,7.25
1.47,2023-05-31T17:45:00.000,882,2.84,5,41.947791586,-87.683834942,3,11.15,0,0,12.62
4,2023-05-31T17:45:00.000,480,0.7,8,41.89503345,-87.619710672,32,6.5,0,1,11.5
5,2023-05-31T17:45:00.000,3241,12.73,76,41.980264315,-87.913624596,22,35,0,5.5,46
1.25,2023-05-31T17:45:00.000,186,0.42,32,41.880994471,-87.632746489,28,4.5,0,0,6.25
2.75,2023-05-31T17:45:00.000,922,2.22,8,41.899602111,-87.633308037,28,10.5,0,0,13.75
2.7,2023-05-31T17:45:00.000,1260,2.2,32,41.87101588,-87.631406525,8,12,0,1,15.7
0,2023-05-31T17:45:00.000,2046,9.24,35,41.835117986,-87.618677767,46,27.25,0,0,27.25
9.35,2023-05-31T17:45:00.000,2325,15.77,56,41.79259236,-87.769615453,43,42.25,0,4,56.1
3.82,2023-05-31T17:45:00.000,6,0,8,41.899602111,-87.633308037,8,25,0,0,29.32
15.6,2023-05-31T17:45:00.000,3780,1,76,41.97907082,-87.903039661,8,46.5,0,5,67.1
8.5,2023-05-31T17:45:00.000,2100,13.6,76,41.980264315,-87.913624596,,36,0,6,50.5
3,2023-05-31T17:45:00.000,634,2.26,28,41.879255084,-87.642648998,8,9.25,0,1.5,14.25
3.7,2023-05-31T17:45:00.000,1774,3.41,8,41.899602111,-87.633308037,7,16,0,2,22.2
4.52,2023-05-31T17:45:00.000,3801,14.74,,,,24,40.75,0,4,49.77
0,2023-05-31T17:45:00.000,436,1.48,14,41.968069,-87.721559063,14,7.25,0,0,7.25
2,2023-05-31T17:45:00.000,296,0.69,28,41.885300022,-87.642808466,32,5.25,0,1,8.75
4.1,2023-05-31T17:45:00.000,927,2.82,33,41.857183858,-87.620334624,8,20,0,0,24.6
2,2023-05-31T17:45:00.000,2226,0,6,41.944226601,-87.655998182,31,27.75,0,0,29.75
2,2023-05-31T17:45:00.000,1279,1.45,32,41.880994471,-87.632746489,8,11,0,1,14.5
10.5,2023-05-31T17:45:00.000,3296,18.07,76,41.97907082,-87.903039661,8,47,0,5,63
3,2023-05-31T17:45:00.000,1860,0.3,28,41.874005383,-87.66351755,6,20,0,0,23
4.25,2023-05-31T17:45:00.000,1353,5.15,32,41.880994471,-87.632746489,6,16.5,0,0,21.25
0,2023-05-31T17:45:00.000,3000,6.3,8,41.899602111,-87.633308037,5,26,0,2.5,28.5
2,2023-05-31T17:45:00.000,618,1.26,8,41.898331794,-87.620762865,32,7.75,0,1,11.25
0,2023-05-31T17:45:00.000,21,0,13,41.983636307,-87.723583185,13,3.25,0,0,3.25
0,2023-05-31T17:45:00.000,843,1.56,8,41.89503345,-87.619710672,28,9,0,0,9
8.44,2023-05-31T17:45:00.000,3635,18.75,16,41.953582125,-87.72345239,8,48.25,0,7.5,64.69
0,2023-05-31T17:45:00.000,1827,5.85,32,41.878865584,-87.625192142,6,20,0,0,20
0,2023-05-31T17:45:00.000,1025,1.7,8,41.900265687,-87.63210922,8,10,0,0,10
2.3,2023-05-31T17:45:00.000,634,1.28,8,41.902788048,-87.62614559,8,9,0,0,11.3
0,2023-05-31T17:45:00.000,930,4.5,76,41.980264315,-87.913624596,10,14.75,0,4,18.75
13,2023-05-31T17:45:00.000,3300,16,76,41.97907082,-87.903039661,8,42.5,0,4,59.5
2,2023-05-31T17:45:00.000,329,0.61,32,41.880994471,-87.632746489,8,5.5,0,0,8
3.15,2023-05-31T17:45:00.000,1521,3.54,33,41.859349715,-87.617358006,8,15.25,0,0,18.9
0,2023-05-31T17:45:00.000,3467,18.46,76,41.97907082,-87.903039661,32,46.75,0,4,51.25
2,2023-05-31T17:45:00.000,300,0.7,32,41.884987192,-87.620992913,32,5.25,0,0,7.25
0,2023-05-31T17:45:00.000,3618,18.25,76,41.97907082,-87.903039661,8,48.75,0,5,53.75
0,2023-05-31T17:45:00.000,2040,8.2,6,41.944226601,-87.655998182,24,26,0,0,26
0,2023-05-31T17:45:00.000,826,1.05,32,41.884987192,-87.620992913,8,8.25,0,1,9.25
10.3,2023-05-31T17:45:00.000,3660,1.1,76,41.97907082,-87.903039661,8,47,0,4,61.3
0,2023-05-31T17:45:00.000,1200,2.1,,,,,11.75,0,0,11.75
2.05,2023-05-31T17:45:00.000,960,1.5,32,41.880994471,-87.632746489,8,9.75,0,0,11.8
0,2023-05-31T17:45:00.000,3300,13.52,76,41.980264315,-87.913624596,6,37.75,0,4,41.75
3,2023-05-31T17:45:00.000,354,0.84,32,41.880994471,-87.632746489,32,6,0,0,9.5
5.29,2023-05-31T17:45:00.000,1206,11.24,56,41.785998518,-87.750934289,32,29.75,0,5,40.54
2.58,2023-05-31T17:45:00.000,909,2.24,8,41.899602111,-87.633308037,28,9.75,0,0,12.33
0,2023-05-31T17:45:00.000,2820,0,76,41.980264315,-87.913624596,,44.5,0,5.5,50
0,2023-05-31T17:45:00.000,600,1.37,6,41.944226601,-87.655998182,6,7.5,0,0,7.5
3.57,2023-05-31T17:45:00.000,1483,3.95,7,41.922686284,-87.649488729,32,15.06,0,0,18.63
3.65,2023-05-31T17:45:00.000,1384,5.37,8,41.899602111,-87.633308037,6,17.75,0,0,21.9
0,2023-05-31T17:45:00.000,370,18.23,8,41.892042136,-87.63186395,8,48,0,4,52
0,2023-05-31T17:45:00.000,2392,9.79,34,41.842076117,-87.633973422,73,29.5,0,0,29.5
0,2023-05-31T17:45:00.000,789,1.59,28,41.879255084,-87.642648998,32,9,0,0,9
15.52,2023-05-31T17:45:00.000,4122,17.78,8,41.890922026,-87.618868355,76,51.25,0,0,67.27
3.12,2023-05-31T17:45:00.000,1107,2.9,32,41.878865584,-87.625192142,24,12,0,0,15.62
2.45,2023-05-31T17:45:00.000,840,1.7,8,41.890922026,-87.618868355,8,11.75,0,0,14.2
0,2023-05-31T17:45:00.000,832,1.74,8,41.892042136,-87.63186395,28,9.5,0,0,9.5
0,2023-05-31T17:45:00.000,2940,0.8,28,41.874005383,-87.66351755,1,38.75,0,0,38.75
6.66,2023-05-31T17:45:00.000,2742,11.03,33,41.857183858,-87.620334624,56,30.98,0,0,37.64
0,2023-05-31T17:45:00.000,1172,1.74,8,41.900265687,-87.63210922,8,0,0,0,0
0,2023-05-31T17:45:00.000,1457,8.47,42,41.77887686,-87.594925439,8,25,0,0,25
3,2023-05-31T17:45:00.000,952,1.78,32,41.880994471,-87.632746489,33,10.25,0,1,14.75
0,2023-05-31T17:45:00.000,412,0.73,8,41.892507781,-87.626214906,8,6,0,0,6
0,2023-05-31T17:45:00.000,280,0.22,32,41.878865584,-87.625192142,32,4.75,0,0,4.75
3,2023-05-31T17:45:00.000,691,0.86,32,41.884987192,-87.620992913,8,7.25,0,2,12.75
5.82,2023-05-31T17:45:00.000,1941,6.3,24,41.901206994,-87.676355989,14,24.65,0,0,30.47
